,District,Latitude,Longitude
444,GATEWAY REGIONAL,39.81762000000003,-75.14077999999995
445,BERKELEY TWP,39.90522000000004,-74.23279999999994
446,LACEY TWP,39.859710000000064,-74.20699999999994
447,STRATFORD BORO,39.83299000000005,-75.00664999999998
448,CARTERET BORO,40.57860000000005,-74.21914999999996
449,LAVALLETTE BORO,39.96846000000005,-74.06924999999995
450,UPPER DEERFIELD TWP,39.510380000000055,-75.22596999999996
451,MAPLE SHADE TWP,39.95258000000007,-74.99730999999997
452,WESTAMPTON,40.03066175190126,-74.8558091011835
453,VENTNOR CITY,39.33771000000007,-74.47926999999999
454,OCEAN TWP,40.25386000000003,-74.01228999999995
455,LITTLE EGG HARBOR TWP,39.57734000000005,-74.36328999999995
456,MIDDLE TWP,39.08310000000006,-74.82553999999999
457,MEDFORD LAKES BORO,39.85845000000006,-74.80293999999998
458,ELSINBORO TWP,39.53976000000006,-75.49916999999994
459,ESTELL MANOR CITY,39.37635000000006,-74.82615999999996
460,PASSAIC VALLEY REGIONAL,40.878460000000075,-74.22028999999998
461,WEEHAWKEN TWP,40.768290000000036,-74.02345999999994
462,SOUTH AMBOY CITY,40.484620000000064,-74.28105999999997
463,GALLOWAY TWP,39.467760000000055,-74.50129999999996
464,GLASSBORO,39.70747000000006,-75.11103999999995
465,HOPATCONG,40.93968000000007,-74.65851999999995
466,WEST MILFORD TWP,41.13068000000004,-74.36857999999995
467,EAGLESWOOD TWP,39.636250000000075,-74.31130999999993
468,NORTH PLAINFIELD BORO,40.62110000000007,-74.42824999999993
469,LAKEWOOD TWP,40.09325000000007,-74.21357999999998
470,GLOUCESTER CITY,39.89655000000005,-75.12064999999996
471,HENRY HUDSON REGIONAL,40.392900000000054,-73.98686999999995
472,SOUTH RIVER BORO,40.45071000000007,-74.38166999999999
473,BLACK HORSE PIKE REGIONAL,40.418270000000064,-74.50278999999995
474,GREATER EGG HARBOR REG,39.36221000000006,-74.58113999999995
475,TOTOWA BORO,40.90398000000005,-74.21726999999998
476,HAMILTON TWP,40.230360000000076,-74.72385999999995
477,KEYPORT BORO,40.43708000000004,-74.20351999999997
478,LONG BRANCH CITY,40.30376000000007,-73.99336999999997
479,PENNSAUKEN TWP,39.95593000000008,-75.05816999999996
480,STERLING HIGH SCHOOL DIST,39.836269999856775,-75.02517003563311
481,WHARTON BORO,40.899110000000064,-74.58417999999995
482,PINELANDS REGIONAL,39.61306995614298,-74.36222005107044
483,EAST ORANGE,40.76099000000005,-74.20990999999998
484,MERCHANTVILLE BORO,39.95039000000003,-75.04906999999997
485,WEST CAPE MAY BORO,38.94262000000003,-74.92969999999997
486,TUCKERTON BORO,39.60370000000006,-74.33774999999997
487,WOODLAND PARK,40.89680000000004,-74.19840999999997
488,BELVIDERE TOWN,40.22501163414126,-74.77035008963368
489,NEWTON TOWN,39.97902464014617,-74.57603729383912
490,LAWNSIDE BORO,39.86819000000003,-75.03298999999998
491,FLORENCE TWP,40.11661000000004,-74.80671999999998
492,BURLINGTON CITY,40.07687000000004,-74.85774999999995
493,FAIRFIELD TWP,40.88014000000004,-74.28927999999996
494,PATERSON CITY,40.91661000000005,-74.17163999999997
495,PASSAIC CITY,41.03434749000007,-74.30105721099994
496,NORTH WARREN REGIONAL,40.98228000000006,-74.99060999999995
497,RAHWAY CITY,40.60705000000007,-74.28097999999994
498,LOWER CAPE MAY REGIONAL,38.97906000000006,-74.90654999999998
499,HILLSIDE TWP,40.701550000000054,-74.22914999999995
500,EAST NEWARK BORO,40.74843000000004,-74.16180999999995
501,HAMBURG BORO,41.154220000000066,-74.57649999999995
502,BARNEGAT TWP,39.75870000000003,-74.24784999999997
503,ENGLEWOOD CITY,40.89525000000003,-73.97459999999995
504,NEWARK CITY,40.72427000000005,-74.17291999999998
505,PROSPECT PARK BORO,40.93476000000004,-74.17382999999995
506,WOODBURY CITY,39.838820000000055,-75.15463999999997
507,PALISADES PARK,40.847930000000076,-73.99783999999994
508,BOUND BROOK BORO,40.56418000000008,-74.52971999999994
509,WOODLAND TWP,39.851780000000076,-74.50105999999994
510,WILLINGBORO TWP,40.031570000000045,-74.89473999999996
511,IRVINGTON TOWNSHIP,40.72830000000005,-74.23386999999997
512,DELANCO TWP,40.05140000000006,-74.95723999999996
513,BRIGANTINE CITY,39.40173000000004,-74.37318999999997
514,VINELAND CITY,39.48619000000008,-75.02613999999994
515,NEPTUNE TWP,40.20971000000003,-74.03585999999996
516,ATLANTIC CITY,39.36287000000004,-74.42636999999996
517,WOODBURY HEIGHTS BORO,39.80931722145085,-75.17738666622323
518,MAURICE RIVER TWP,39.25392000000005,-74.98205999999993
519,FAIRVIEW BORO,39.777780000000064,-75.11499999999995
520,PALMYRA BORO,40.00299000000007,-75.02291999999994
521,PHILLIPSBURG TOWN,40.68899000000005,-75.18239999999997
522,OGDENSBURG BORO,41.08269000000007,-74.59174999999993
523,CENTRAL REGIONAL,39.89077000000003,-74.20565999999997
524,SUSSEX-WANTAGE REGIONAL,41.2103115,-74.61583199999998
525,PLAINFIELD CITY,40.61781000000008,-74.41747999999995
526,PEMBERTON TWP,39.94495000000006,-74.58784999999995
527,TABERNACLE TWP,39.843900000000076,-74.71076999999997
528,WILDWOOD CITY,38.98900000000003,-74.81988999999999
529,HAINESPORT TWP,39.985340000000065,-74.82788999999997
530,RIVERSIDE TWP,40.037870000000055,-74.95996999999994
531,PLEASANTVILLE CITY,39.39292000000006,-74.52342999999996
532,MOUNT EPHRAIM BORO,39.87845000000004,-75.09266999999994
533,RUNNEMEDE BORO,39.85328000000004,-75.07334999999995
534,CUMBERLAND REGIONAL,39.475419993220335,-75.221230024091
535,PASSAIC CO MANCHESTER REG,40.9412399489296,-74.18252999610482
536,WESTVILLE BORO,39.87236000000007,-75.12566999999996
537,BRIDGETON CITY,39.42947000000004,-75.23405999999994
538,MAGNOLIA BORO,39.85320000000007,-75.03934999999996
539,TRENTON CITY,40.21788000000004,-74.75939999999997
540,GIBBSBORO BORO,39.83754000000005,-74.96895999999998
541,DOWNE TWP,39.29335000000003,-75.16194999999993
542,KEANSBURG BORO,40.44181000000003,-74.13106999999997
543,WOODLYNNE BORO,39.91655000000003,-75.09539999999998
544,EGG HARBOR CITY,39.53116000000006,-74.64482999999996
545,BROOKLAWN BORO,39.87912000000006,-75.11938999999995
546,BUENA REGIONAL,39.53635002784297,-74.91916999466439
547,MILLVILLE CITY,39.395380000000046,-75.03774999999996
548,LAKEHURST BORO,40.012410000000045,-74.30967999999996
549,DENNIS TWP,39.20634000000007,-74.78695999999997
550,SALEM CITY,39.57661331600008,-75.35810746199996
551,EASTAMPTON TWP,39.997160000000065,-74.75079999999997
552,CAMDEN CITY,39.80371856200003,-74.95999825099994
553,LINDENWOLD BORO,39.824280000000044,-74.99766999999997
554,"MASTERY SCHOOLS OF CAMDEN, INC. ",39.688726500000016,-74.88855
555,PENNS GRV-CARNEY'S PT REG,39.72284001500368,-75.47391001889872
556,PAULSBORO BORO,39.83176000000003,-75.24134999999995
557,ASBURY PARK CITY,40.21703000000008,-74.01300999999995
558,SEASIDE HEIGHTS BORO,39.94375000000008,-74.07331999999997
559,COMMERCIAL TWP,39.30496000000005,-75.01017999999993
